"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Macrod2",1.70206998750155e-90,0.757729014391189,0.859,0.627,3.13385126098786e-86
"Pdzrn3",1.90854591272878e-88,0.600075415385664,0.976,0.851,3.51401473451624e-84
"Limch1",1.61131772120184e-87,0.804935788910904,0.388,0.113,2.96675818827682e-83
"Ntn1",2.71626950065465e-87,-0.749747424034724,0.304,0.677,5.00119540460535e-83
"Unc5c",4.67713377654749e-87,-1.10460039247956,0.178,0.562,8.61153870937924e-83
"Nrp1",8.33435787497826e-87,-0.593177650419375,0.777,0.939,1.534521971941e-82
"Gpc4",3.13090674185615e-79,0.646707418597939,0.777,0.488,5.76462549310555e-75
"Rgs6",4.68286763405621e-78,0.682179890612093,0.931,0.756,8.62209588782429e-74
"Slit3",3.4694202774291e-73,-0.764008815152227,0.777,0.886,6.38789661480247e-69
"Syt1",1.03167201687865e-72,0.792411305787498,0.537,0.246,1.89951451747697e-68
"Abcc9",1.56481001242205e-71,0.527865885069581,0.804,0.532,2.88112819487147e-67
"Tnik",1.33979446197906e-67,0.525376658299647,0.716,0.427,2.46682956339585e-63
"Tln2",4.32601659645113e-67,-0.611691377502069,0.645,0.83,7.96506175738582e-63
"Slc6a6",2.33575404616481e-66,0.638177083621062,0.749,0.489,4.30059034979864e-62
"Frem1",1.38555093203485e-65,-0.680758624070219,0.112,0.447,2.55107637606257e-61
"Slc1a3",3.37974374341927e-65,-0.535996642581317,0.47,0.753,6.22278418038355e-61
"Scn5a",3.67279862886964e-65,0.537636817387263,0.71,0.408,6.76235683547479e-61
"Dcc",6.65165662480274e-65,0.721026057353735,0.333,0.103,1.22470301775868e-60
"Stox2",2.63260139218459e-64,0.51859217943327,0.906,0.694,4.84714568329027e-60
"Cdh20",5.48387902087406e-64,0.619442117067377,0.581,0.29,1.00969180532333e-59
"Gpc6",1.99699748913562e-60,-0.647524946588737,0.574,0.802,3.6768717769965e-56
"Bmpr1b",3.20811300034176e-59,0.563904700498396,0.677,0.379,5.90677765622924e-55
"Fgf13",1.0854123150846e-58,0.556807611006096,0.964,0.921,1.99846115453377e-54
"P3h2",4.68040714156054e-58,-0.535123070870005,0.635,0.828,8.61756562904126e-54
"Chrm2",5.88625558235432e-57,0.533722460627379,0.363,0.131,1.08377737782308e-52
"Cadm1",1.45718413407653e-55,-0.655943233972649,0.576,0.782,2.68296742766171e-51
"Ankrd6",2.88618555779207e-53,0.563103726692315,0.54,0.283,5.31404484900676e-49
"Tenm4",1.12665610236476e-49,-0.776842223525752,0.035,0.295,2.074399215674e-45
"Dmd",1.16266449271114e-48,0.524110171822531,0.935,0.84,2.14069786397976e-44
"Meg3",2.35976672424788e-48,0.5779963396441,0.958,0.843,4.3448024926852e-44
"Ror1",1.35338595654391e-39,0.646924204764785,0.571,0.357,2.49185422318865e-35
"Kcnd2",7.01099071577094e-34,-0.628468101387315,0.096,0.309,1.29086361058775e-29
"Itga6",1.28352945805815e-23,-0.505275016021085,0.573,0.701,2.36323443817667e-19
"Slit2",4.12005478851905e-13,-0.747979275484497,0.254,0.378,7.58584487662127e-09
"Trpm3",8.69390264839364e-12,-0.585938011701917,0.196,0.307,1.60072135562224e-07
