"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Mlip",4.61054953767134e-70,1.26318013090287,0.848,0.206,8.48894380876047e-66
"Cacnb2",7.94979124302335e-70,2.11391194697899,0.972,0.573,1.46371556366546e-65
"Abtb2",1.98900848333565e-69,1.1421418288256,0.89,0.226,3.6621624195176e-65
"Kcnn2",2.06292143208527e-68,0.9287654882357,0.669,0.094,3.7982509407554e-64
"Homer2",1.87503411603178e-67,1.02841845653023,0.828,0.201,3.45231281443771e-63
"Alcam",4.8341399643598e-67,1.41637297613776,0.89,0.276,8.90061850237927e-63
"Tmem163",7.47364754842915e-67,1.19670786336652,0.772,0.163,1.37604798661677e-62
"Erbb4",8.34263920651199e-67,1.94334144079898,1,0.736,1.53604673070299e-62
"Pgm5",2.37314287613899e-66,0.764285919609754,0.607,0.071,4.36943066354711e-62
"Alpk2",9.15573135668066e-66,0.891338809233158,0.717,0.126,1.68575325739204e-61
"Kcnh7",1.06473554322483e-65,1.63158249035206,0.91,0.301,1.96039108218555e-61
"Ctnna3",5.1527018800806e-65,1.82382018796146,0.952,0.512,9.48715470160441e-61
"Slc8a1",3.25595794073619e-64,2.37279565980332,0.986,0.877,5.99486976048348e-60
"Ttn",1.14328866872235e-63,1.14464920058705,1,0.969,2.10502309685159e-59
"Actn2",3.25374148536695e-63,1.1809969171695,0.966,0.465,5.99078882285764e-59
"Palld",1.69015230315535e-62,1.70484635337685,0.986,0.795,3.11190842056963e-58
"Fhod3",3.15047964255495e-62,1.22685044097145,0.938,0.366,5.80066311787217e-58
"Tecrl",3.38899434406007e-62,0.895967651065641,0.697,0.127,6.23981638628339e-58
"Myh7b",1.40924645840201e-60,0.709194159289847,0.6,0.077,2.59470457920979e-56
"Fgf13",5.33656670250944e-60,1.42544489441144,0.821,0.229,9.82568661266039e-56
"Ednra",7.72609033266684e-60,0.651920308067817,0.559,0.062,1.42252775205062e-55
"Mpped2",2.33303858832493e-58,1.41204341103804,0.993,0.842,4.29559064882386e-54
"Pdlim5",5.27524564485933e-57,1.13793957771063,0.993,0.645,9.712782281315e-53
"Tnnc1",1.77405423500246e-56,1.04412281961957,0.986,0.829,3.26638865748654e-52
"Lrrfip1",2.45137452613085e-56,1.05512356109455,0.972,0.486,4.51347077751212e-52
"Fsd2",5.02681558769979e-55,0.712456483043439,0.621,0.099,9.25537286007285e-51
"Atcayos",5.85692213737319e-55,0.867584082910259,0.703,0.149,1.07837650393315e-50
"Alpk3",3.618066115736e-54,0.741482147939709,0.697,0.137,6.66158333229312e-50
"Ppargc1b",4.58292878856099e-54,0.644083064053026,0.545,0.071,8.43808848549849e-50
"Gramd1b",4.79288227834805e-54,0.966665222149524,0.71,0.159,8.82465485089442e-50
"Cacna2d2",4.89288825469073e-54,1.00559400649493,0.779,0.211,9.00878585453658e-50
"Tenm2",1.37137283227046e-53,0.82256439730966,0.621,0.105,2.52497165877638e-49
"Nexn",2.6979960546844e-53,1.03817787691703,0.979,0.616,4.96755033588492e-49
"Ntn1",5.75221797411415e-53,0.687095391345337,0.497,0.056,1.0590983733939e-48
"Trdn",6.2042965127442e-52,0.995663292900428,0.8,0.24,1.14233507392646e-47
"Fstl4",6.63964099803097e-52,0.902165073777914,0.552,0.08,1.22249070055746e-47
"Hdac9",9.53811346651806e-52,0.823375966107478,0.676,0.139,1.7561574514553e-47
"Map3k5",2.47092429225144e-51,0.709407425132445,0.614,0.107,4.54946580689336e-47
"Pde4b",2.61639446856029e-51,1.09185369646559,0.979,0.605,4.8173054955132e-47
"Prdm16",5.9932902857589e-51,0.743842951694545,0.559,0.088,1.10348460741393e-46
"Filip1",8.55257932378483e-51,0.893842680203975,0.869,0.29,1.57470090509526e-46
"Myh6",1.54403651496568e-50,1.25524705095457,0.966,0.735,2.84288003135481e-46
"Pde4dip",5.07433964895203e-50,0.832007404020892,0.814,0.256,9.34287416165049e-46
"Mybpc3",1.22401060853825e-49,0.888698491304637,0.924,0.444,2.25364833244063e-45
"Mitf",1.60978052429064e-49,0.842329895235514,0.793,0.23,2.96392790132392e-45
"A630012P03Rik",4.52645878621364e-49,0.905750248587472,0.779,0.198,8.33411591717655e-45
"Sdk1",1.53048996274355e-48,1.17464355716415,0.966,0.594,2.81793811940343e-44
"Slc16a10",4.5802685959938e-48,0.647622306367747,0.538,0.08,8.43319053894379e-44
"Smyd1",6.78363391154998e-48,0.750153797651947,0.772,0.212,1.24900267579458e-43
"Bmp5",3.81046495250125e-47,0.629557110389176,0.593,0.107,7.0158280705453e-43
"Tnni3k",8.11969260146967e-47,0.568829955492773,0.386,0.035,1.4949978017826e-42
"Fras1",8.96479038984005e-47,0.682496147877734,0.614,0.114,1.65059720657735e-42
"Erc2",6.12847764518933e-46,0.741320403362358,0.71,0.173,1.12837530403226e-41
"Ppargc1a",6.75632193353364e-46,0.615055181656711,0.51,0.076,1.24397399440221e-41
"3632451O06Rik",1.36483135373486e-45,0.827985730187629,0.703,0.191,2.51292748849662e-41
"Cacna1d",2.00539343710938e-45,1.34001120033047,0.766,0.261,3.69233039640579e-41
"Kcng2",4.18171116503359e-45,0.70984127394039,0.752,0.208,7.69936659705984e-41
"Camk2a",7.12279726472977e-44,0.694235155309081,0.648,0.153,1.31144943238205e-39
"Ccdc141",1.38884074718774e-43,0.862884269852359,0.959,0.567,2.55713358372207e-39
"Prkaa2",3.51199452353888e-43,0.621510911517337,0.566,0.106,6.46628431673979e-39
"Myh7",5.03841925538168e-43,1.05556064780207,0.959,0.701,9.27673753300874e-39
"Rgs6",9.65846542765251e-43,1.4115259443359,0.655,0.174,1.77831665453938e-38
"Slc24a2",2.63286938230396e-41,0.664213860604537,0.559,0.107,4.84763910669806e-37
"Dusp27",2.87985965589728e-41,0.598705278594567,0.545,0.103,5.30239759843807e-37
"Obscn",3.78544812022004e-41,0.623700223736907,0.545,0.106,6.96976707894914e-37
"Slc2a1",5.6082414678521e-41,0.937786715171036,0.945,0.543,1.03258941906093e-36
"Efr3b",2.33356739862588e-40,0.579454218535839,0.503,0.089,4.29656429434996e-36
"Dach1",2.37476538256006e-40,0.800349201344571,0.703,0.195,4.37241802236959e-36
"Abcc9",4.50243539440943e-40,0.521714668306346,0.448,0.065,8.28988404818663e-36
"Thsd4",6.69055663282294e-40,0.88030132419056,0.862,0.369,1.23186528723536e-35
"Samd4",8.8648924314841e-40,0.802458999936842,0.959,0.505,1.63220399448485e-35
"Nav2",1.96504433897426e-39,1.0464763779426,0.821,0.324,3.6180396369194e-35
"Iqsec1",3.9851288517259e-39,0.88678536957756,0.91,0.412,7.33741924179772e-35
"Mylk3",1.11852406875081e-38,0.644580413144274,0.648,0.167,2.059426515384e-34
"Tbx5",2.84293022125029e-38,0.590723727652758,0.579,0.126,5.23440312336604e-34
"Rbpms",9.62819305709289e-38,0.562731524942702,1,0.974,1.77274290567194e-33
"AC165271.1",1.20096469814337e-37,0.732602690398314,0.448,0.075,2.21121620222157e-33
"Tmod1",1.82828819186903e-37,0.669190018029568,0.821,0.305,3.36624421886926e-33
"Slc16a12",2.07551628482414e-37,0.677249167201669,0.476,0.088,3.82144058361821e-33
"5430431A17Rik",4.25362855831612e-37,1.02067865627578,0.91,0.599,7.83178090157164e-33
"Unc13c",5.32650986564989e-37,0.670102924331149,0.552,0.122,9.80716996463457e-33
"Carmn",5.42804686463663e-37,0.561696469784116,0.531,0.109,9.99411988716896e-33
"Akap6",2.63109012815049e-36,0.504578123259832,0.476,0.085,4.84436314395068e-32
"Fbxo32",2.71414861041551e-36,0.677506266595476,0.51,0.107,4.99729042149703e-32
"Bves",2.53556737891987e-35,0.679371554821172,0.621,0.168,4.66848665806727e-31
"Vcam1",8.92628287276568e-35,0.542849050789918,0.559,0.13,1.64350720253362e-30
"Dmd",9.82532105030272e-35,1.3415419958272,0.814,0.419,1.80903811178174e-30
"Ppp1r14c",1.54332005390171e-34,0.694914889719845,0.69,0.214,2.84156088324384e-30
"Asb2",1.57924396304256e-34,0.721417974887737,0.738,0.274,2.90770398475397e-30
"Pkp2",7.28209249977065e-34,0.719447465015608,0.834,0.382,1.34077887105777e-29
"Aff2",1.87035749188678e-33,0.653816336491257,0.703,0.219,3.44370221406194e-29
"Slit3",7.3203459390989e-33,0.953975144283566,0.717,0.261,1.34782209430689e-28
"Myo16",1.68641478024396e-32,0.507346658738704,0.421,0.074,3.10502689338519e-28
"Synpo2",2.32307071295198e-32,0.508593681859274,0.524,0.115,4.27723779668718e-28
"Pfkp",2.52816717430241e-32,0.613449964370924,0.717,0.26,4.6548614013256e-28
"Gpc3",3.32181011227965e-32,0.74621915790449,0.897,0.477,6.1161167787293e-28
"Speg",3.43621102152708e-32,0.636018940659738,0.676,0.221,6.32675173283567e-28
"Qk",5.30817786622898e-32,0.509693738311983,1,0.979,9.7734170873008e-28
"Tnni1",7.77270078468279e-32,0.60193738635411,0.986,0.797,1.4311096684758e-27
"Smpx",9.02815835828605e-32,0.64945130378971,0.683,0.221,1.66226451692763e-27
"Mical3",2.51264551275236e-31,0.725024976849186,0.903,0.54,4.62628291807965e-27
"Esrrg",4.76330424302673e-30,0.753761797846962,0.945,0.632,8.77019577226081e-26
"Tpm1",4.83618594059524e-30,0.528587760292859,1,0.975,8.90438555382396e-26
"Usp13",1.08662662109646e-29,0.625719288523224,0.745,0.307,2.0006969347628e-25
"Gm26632",1.62898888109075e-29,0.725244707291273,0.91,0.57,2.99929432786429e-25
"Tenm3",2.08865992648645e-29,0.547432464746794,0.855,0.398,3.84564065664685e-25
"Celf2",6.47528029345068e-29,0.706077875997384,0.924,0.695,1.19222860763014e-24
"Nrxn3",7.57444772183465e-29,-0.943866792760094,0.869,0.942,1.3946073145442e-24
"Slco3a1",2.81250717730354e-28,0.75302859299911,0.772,0.341,5.17838821485128e-24
"Rbms3",3.69363968268024e-28,-0.744252460506046,0.931,0.972,6.80072938375086e-24
"Epb41l3",4.76191387962081e-28,0.56250719154298,0.821,0.342,8.76763583515783e-24
"Ppp2r3a",7.20689466537516e-28,0.638433885326514,0.903,0.591,1.32693344578887e-23
"Grb14",7.98692337505e-28,0.514938162604988,0.455,0.105,1.47055233181421e-23
"Gm13481",1.00390252292501e-27,0.530029590634006,0.331,0.052,1.84838532520953e-23
"Pde3a",1.82513421051588e-27,0.575332357399073,0.607,0.187,3.36043710840185e-23
"Fam49a",3.62237804410337e-27,0.57048778614651,0.545,0.154,6.66952245480312e-23
"Lrrc39",4.97786682149457e-27,0.537337930301612,0.579,0.187,9.16524839173579e-23
"Dock1",9.32854631465489e-27,-0.579357078342109,0.903,0.967,1.71757194745426e-22
"Angpt1",1.6043549144691e-26,1.03017448228758,0.531,0.169,2.95393826852051e-22
"Gm15283",2.31323987651873e-26,0.596196657746389,0.814,0.377,4.25913726064629e-22
"Gm17231",3.379982861486e-26,0.646188048210848,0.89,0.583,6.22322444456802e-22
"Popdc2",5.46528656938083e-26,0.547040027475169,0.648,0.236,1.0062685631544e-21
"Reep1",6.44633311364573e-26,0.559082646792529,0.662,0.229,1.18689885288445e-21
"Atp2a2",6.89235332749376e-26,0.535508959806566,0.986,0.851,1.26902009465815e-21
"Hk1",8.18387400457805e-26,0.543719268498448,0.807,0.386,1.50681488172291e-21
"Bmpr1b",1.81531915778779e-25,0.662362411733444,0.352,0.068,3.34236563331889e-21
"Gpc4",1.65655154699589e-24,0.517604858014584,0.421,0.098,3.05004270832884e-20
"Ankrd1",2.2755600605625e-24,1.06371630756105,0.848,0.582,4.18976118350767e-20
"Unc45b",2.53337584346168e-24,0.521260537136848,0.676,0.269,4.66445160298164e-20
"Atxn1",2.53513207556244e-24,0.579970846482379,0.876,0.498,4.66768517752556e-20
"Fn1",2.94180019180056e-24,-0.674162621895473,0.986,0.993,5.41644251314319e-20
"Ptprg",4.90519120614296e-24,-0.556094430336982,0.972,0.991,9.03143804875042e-20
"Mllt3",5.25678660575589e-24,0.615847819520628,0.959,0.653,9.67879549851774e-20
"P2ry14",5.83918516959096e-24,0.630047018548798,0.828,0.423,1.07511077342509e-19
"Hapln1",8.82367026913562e-24,-0.727752281522491,0.972,0.958,1.62461416995325e-19
"Pam",1.15117972156535e-23,0.644659677090435,0.959,0.784,2.11955210334613e-19
"Elmo1",1.19918993033886e-23,-0.730364889013304,0.869,0.933,2.2079484997399e-19
"Tnnt2",2.82511789838675e-23,0.55265807669437,0.959,0.79,5.20160707450969e-19
"Ncoa1",4.50200817476632e-23,0.549445850570372,0.621,0.226,8.28909745137976e-19
"Dlc1",5.24593884090054e-23,-0.721028221627321,0.986,0.986,9.65882259386607e-19
"Pip5k1b",6.19156868517119e-23,0.55533721015503,0.883,0.517,1.13999162631372e-18
"Cadm1",7.19686016145837e-23,0.701135599537171,0.703,0.309,1.32508589292771e-18
"Gm15261",1.70135660785975e-22,0.552371701974533,0.779,0.38,3.13253778639137e-18
"Myl4",2.07605725502444e-22,0.533281055988928,0.945,0.774,3.822436617951e-18
"Msrb3",1.04789787550712e-21,0.566502553161522,0.772,0.378,1.92938956838371e-17
"Gyg",2.19874350651351e-21,0.613616889231582,0.841,0.498,4.04832654419268e-17
"Tln2",4.57799818899661e-21,0.647079594307043,0.655,0.301,8.42901026558056e-17
"Pde1c",5.33889313368078e-21,-0.78153958119753,0.648,0.845,9.82997003773305e-17
"Myl2",5.61059175125032e-21,0.552748013277037,0.938,0.799,1.03302215324021e-16
"Fhl2",7.88685882611563e-21,0.669442032092482,0.697,0.343,1.45212844706441e-16
"Nfia",8.90268845075801e-21,-0.571247768279717,0.986,0.98,1.63916299755356e-16
"Ptprm",9.04644090537844e-21,-0.589554619024804,1,0.965,1.66563069949828e-16
"Mid2",1.28169771042453e-20,0.507724158230142,0.572,0.21,2.35986182443364e-16
"Gm35188",2.25642093781262e-20,0.506359572869114,0.903,0.54,4.1545222307006e-16
"St6galnac3",4.10845561687611e-20,-0.592324509570257,0.938,0.973,7.5644884817923e-16
"Tek",9.97468713603564e-20,-0.621530102440285,0.952,0.945,1.83653939548688e-15
"P3h2",1.22506929570759e-19,0.580296337926285,0.697,0.341,2.25559758725681e-15
"Srl",2.09769776320509e-19,0.544706686138086,0.628,0.268,3.86228112161321e-15
"Pdzrn3",3.25163079497641e-19,0.534215885803083,0.8,0.427,5.98690261971056e-15
"Gm14582",1.57539227006503e-18,0.512866585143113,0.441,0.136,2.90061224764374e-14
"Atp1b1",2.76716976295372e-18,0.549950787973628,0.655,0.314,5.09491296755039e-14
"Eng",5.39075636293281e-18,-0.521746968207799,0.931,0.935,9.92546061543189e-14
"Arhgap28",7.83062116767189e-17,-0.68522749439249,0.8,0.904,1.44177396939175e-12
"Srgap1",2.67457640500196e-15,-0.500233364226617,0.91,0.944,4.92443007688961e-11
"Gli3",3.15113890296257e-15,-0.52169477442271,0.641,0.825,5.80187694813469e-11
"Ece1",1.77300883323462e-14,-0.511638589962654,0.834,0.907,3.26446386375157e-10
"Shroom4",2.33759049029278e-14,-0.590066974803933,0.814,0.88,4.30397161072707e-10
"Iqgap2",3.92165014095149e-14,-0.605285625810319,0.828,0.862,7.22054223951988e-10
"Tcf7l1",4.47528605558085e-14,-0.536680672748929,0.89,0.925,8.23989668553547e-10
"Gmds",7.94241271685457e-14,-0.548447810233908,0.834,0.905,1.46235702942726e-09
"Plekhg1",9.21981811351483e-14,-0.545401183999282,0.669,0.798,1.69755291106035e-09
"Vav3",1.31840058816829e-13,-0.5458932560527,0.966,0.919,2.42743916293546e-09
"Greb1l",1.36007965886889e-13,-0.508131517091764,0.938,0.949,2.50417866790941e-09
"Gm38399",1.39510885718996e-13,-0.527045839481522,0.766,0.845,2.56867442785815e-09
"Fbxl7",4.32587553029139e-13,-0.562218524476178,0.814,0.925,7.9648020263725e-09
"Fli1",6.48793315990668e-13,-0.5745673099961,0.917,0.912,1.19455825340202e-08
"Ptprb",2.25244907973101e-12,-0.569461038959879,0.69,0.789,4.14720924560074e-08
"Dapk1",2.40423655200839e-12,-0.521787828285163,0.821,0.858,4.42668033955785e-08
"Tmem2",2.49351268427997e-12,-0.536386530798901,0.938,0.916,4.59105555429628e-08
"Fbn1",2.79823420061409e-12,-0.5126348755146,0.848,0.902,5.15210881017066e-08
"Mecom",2.90283583331427e-12,-0.698721798449937,0.786,0.874,5.34470133629824e-08
"Ntm",3.13030879370936e-12,0.530871457891184,0.338,0.118,5.76352455097767e-08
"Sox5",3.83292584003548e-12,-0.90775615576197,0.359,0.594,7.05718305667332e-08
"Rai14",1.62355921720979e-11,-0.538943490423172,0.779,0.887,2.98929723072667e-07
"Prkg1",1.43238748725121e-10,-0.591955955164027,0.972,0.958,2.63731184152692e-06
"Cep128",2.43437340444829e-10,-0.538557248471902,0.372,0.582,4.4821683122702e-06
"Npr3",2.84800891713015e-10,-0.599300954798099,0.8,0.808,5.24375401822003e-06
"Klf12",5.54249499719969e-10,-0.531156362375054,0.634,0.726,1.02048417888441e-05
"Ebf1",7.567313628658e-10,-0.660358408401661,0.979,0.942,1.39329378530851e-05
"Edil3",9.55938307933879e-10,-0.682929805812511,0.821,0.844,1.76007361256786e-05
"Pappa",1.80902038476631e-09,-0.567134777822462,0.448,0.633,3.33076833243173e-05
"Rps6ka2",2.04793087067741e-09,-0.55331833069761,0.897,0.886,3.77065031909125e-05
"Spats2l",2.65379481897743e-09,-0.547411752913592,0.559,0.692,4.88616702070123e-05
"Foxo1",3.42537375814129e-09,-0.52163112850199,0.779,0.823,6.30679816348974e-05
"Cped1",9.17869752704813e-09,-0.536543901356928,0.759,0.836,0.00016899817886801
"Chn2",1.53458269735203e-08,-0.523179348335994,0.283,0.493,0.000282547366236455
"Sncaip",1.74146971487101e-08,-0.560427632316985,0.441,0.615,0.000320639403902051
"Smad6",2.37151749762518e-08,-0.586933073132782,0.903,0.912,0.000436643801662748
"Cdh11",5.40232611794888e-08,-0.634458406000259,0.579,0.685,0.000994676284836748
"Limch1",9.27688018314382e-08,-0.679437642803267,0.49,0.65,0.00170805917932044
"Ncam1",5.53081351001016e-07,-1.04024168575642,0.4,0.521,0.0101833338346307
"Nrg1",6.26617376256556e-07,-0.636642660138086,0.91,0.913,0.0115372791316357
"Opcml",1.59726728106368e-06,-0.73703179168109,0.338,0.488,0.0294088851789446
"2610035D17Rik",3.42059063111118e-06,-0.773893006802169,0.172,0.344,0.062979914700019
"Gm42906",2.25899460516329e-05,-0.854626023008239,0.11,0.262,0.415926086702666
"Nckap5",2.31028826269836e-05,-0.609449904285906,0.138,0.291,0.425370274928023
"Slit2",2.60249503708251e-05,-0.601267956190015,0.71,0.778,0.479171386227632
"Pde7b",6.34015372127501e-05,-0.569781123856641,0.517,0.612,1
"Nav3",0.000133047798577829,-0.691980764475238,0.752,0.785,1
"Pcsk5",0.00128952413130937,-0.630500286827255,0.538,0.55,1
"Pdlim3",0.00422459076275198,-0.65685479526371,0.4,0.435,1
"Galnt18",0.0213841669444026,-0.557036236006717,0.414,0.456,1
"Hs3st4",0.0215715447013279,-0.769268791992372,0.186,0.255,1
"Sema6a",0.0325904104875391,-0.507225059985,0.276,0.323,1
"Col23a1",0.0416963357202688,-0.518938478819383,0.848,0.747,1
"Sox6",0.0799703343447307,-0.579067247741602,0.821,0.57,1
"Chst11",0.125271540887282,-0.520444300046143,0.331,0.334,1
"Slc1a3",0.172100471833935,-0.547481586572307,0.772,0.662,1
