"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Lmo2",1.8067946095085e-88,0.575354297337436,0.324,0.09,3.32667023502704e-84
"Slit3",1.44026927986018e-86,-0.687004010933798,0.758,0.902,2.65182379807857e-82
"Gpc6",2.12827987070155e-83,-0.640142833527165,0.597,0.818,3.9185888979357e-79
"Sulf1",2.57491023457857e-81,0.627458268547947,0.579,0.312,4.74092472390607e-77
"Hip1",1.49162345777327e-80,0.557599635615545,0.791,0.587,2.74637711045215e-76
"Cenpp",2.13061835103247e-80,-0.520912676001739,0.509,0.776,3.92289450792098e-76
"Erc2",4.3310907887245e-80,0.518549244978983,0.904,0.772,7.97440436019954e-76
"Pdgfd",9.84550347530301e-80,0.518155221910957,0.894,0.724,1.81275409987279e-75
"Macrod2",7.63694019926334e-78,-0.603142933127235,0.447,0.729,1.40611342948837e-73
"Rxfp1",3.36278438685802e-76,0.601129611269576,0.299,0.085,6.19155861308299e-72
"Stox2",2.72663366830295e-74,0.508053042116941,0.865,0.684,5.0202779100794e-70
"Fgf14",3.66273449782544e-72,0.773428030488612,0.539,0.279,6.7438267573962e-68
"AC165271.1",4.9927181138119e-69,-0.659354686660728,0.351,0.634,9.19259259115048e-65
"Gm47283",8.91174827225752e-68,-0.514564300035067,0.602,0.792,1.64083109188805e-63
"Ccbe1",7.44610623907472e-58,0.5097397678024,0.336,0.131,1.37097708073844e-53
"Slc24a3",4.03617212073192e-55,0.522123612693788,0.552,0.318,7.43140010869161e-51
"Frem1",1.71084086721482e-53,-0.538840355224391,0.212,0.451,3.15000020471592e-49
"Pde7b",5.37963364936552e-33,-0.591556801824348,0.091,0.255,9.90498147521179e-29
"Negr1",1.39182410258316e-31,-0.870739981481829,0.133,0.299,2.56262653767611e-27
