"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Nr2f2",4.3292335382127e-16,-0.578824863949908,0.175,0.498,7.97098479055723e-12
"Kit",7.57445116308566e-16,-0.637128454891598,0.141,0.457,1.39460794814733e-11
"Meis2",1.00977793225868e-15,0.506328359371006,0.989,0.985,1.85920312887467e-11
"Frem1",1.14714226975195e-15,-0.658864542968177,0.458,0.734,2.11211834706729e-11
"Prkcb",1.55042006443277e-15,0.564659788594272,0.52,0.238,2.85463342263361e-11
"Phactr2",1.7302298815799e-15,-0.559577599077192,0.605,0.803,3.18569925796491e-11
"Cobll1",2.37265779927079e-15,-0.50710841172932,0.542,0.816,4.36853754001737e-11
"Gpm6b",2.4305286290751e-15,0.541934240883574,0.593,0.302,4.47508931185307e-11
"Opcml",3.71360587340081e-15,-0.883618099551227,0.215,0.519,6.83749113410558e-11
"Mef2c",4.90177962429941e-15,-0.532218973847734,0.537,0.766,9.02515664426008e-11
"Cped1",1.99992360092494e-14,-0.553714180332634,0.672,0.857,3.682259334023e-10
"Cdh11",2.46665273614497e-14,-0.611279333530285,0.407,0.724,4.54160101779012e-10
"Setbp1",3.08654497610793e-14,-0.564683241783239,0.537,0.785,5.68294661000992e-10
"Slc43a2",3.18611251794815e-14,-0.544478262209953,0.226,0.527,5.86627036804613e-10
"Zbtb20",4.5516037748445e-14,0.566208662809528,0.91,0.851,8.38041287024369e-10
"Trpm3",4.55949413750716e-14,-0.776264952325076,0.655,0.824,8.39494060597818e-10
"Fli1",7.20935418909591e-14,-0.542633140856894,0.831,0.929,1.32738629329634e-09
"Dpp4",7.52854208001388e-14,-0.523771104149076,0.085,0.373,1.38615516777216e-09
"Tmem100",1.38994991201873e-13,-0.638692731046671,0.073,0.355,2.55917577800888e-09
"Sipa1l1",2.4925102390212e-13,0.66219336659793,0.802,0.636,4.58920985208582e-09
"Sema4d",3.4300581409708e-13,-0.528770272137812,0.09,0.369,6.31542304915544e-09
"Greb1",4.31399707275486e-13,0.528685174166752,0.576,0.346,7.94293141035624e-09
"Ccnd2",6.26241565137573e-13,-0.56753933805081,0.633,0.805,1.1530359697313e-08
"Kcnt2",8.64371218263188e-13,0.547579237535444,0.418,0.194,1.59148028706618e-08
"Adam12",8.87284106678501e-13,-0.567153520751744,0.548,0.772,1.63366749721646e-08
"Npr3",2.94885800705603e-12,-0.536180010244518,0.644,0.84,5.42943736259155e-08
"Nfatc1",4.98277669924818e-12,0.567972563637764,0.898,0.755,9.17428845865574e-08
"Colec12",1.19542153775199e-11,0.635029431471487,0.797,0.63,2.20101013530896e-07
"Glis3",6.02126640112736e-11,0.557903917667303,0.362,0.157,1.10863556977557e-06
"Gm15261",7.8995884993496e-11,-0.510069422802812,0.226,0.479,1.45447223450025e-06
"Lmo4",1.13676935128419e-10,0.504349466666859,0.616,0.398,2.09301972958446e-06
"Ptprj",2.18620931374432e-10,0.546104575820229,0.39,0.191,4.02524858846604e-06
"Slit3",3.06870512468891e-10,-0.788453332118111,0.13,0.364,5.65009987557722e-06
"Aff3",1.0662472130986e-09,0.738646817827099,0.616,0.429,1.96317436875713e-05
"Col26a1",1.09609501964919e-09,-0.526870734882752,0.316,0.554,2.01813015017808e-05
"St6gal1",3.44410445918997e-09,-0.733096627825204,0.407,0.579,6.34128513026058e-05
"Plpp1",6.39857771721565e-09,0.631225762646719,0.65,0.506,0.000117810612929374
"Thsd4",4.3625658447956e-08,-0.619573412111601,0.277,0.471,0.000803235623343766
"Rtl4",6.68049040790982e-07,-0.567772042097171,0.153,0.333,0.0123001189390436
"Pde7b",1.11573803260152e-05,0.677529813845848,0.661,0.586,0.205429686562592
"Cacnb2",3.65638521477332e-05,-0.61182984059462,0.542,0.646,0.673213645744064
"Palld",4.94442731777217e-05,-0.536466632140052,0.768,0.832,0.910367957748213
"Hs3st4",0.000101377425701776,-0.556846030306234,0.136,0.268,1
"Mhrt",0.000522889381108501,-0.59650905120233,0.181,0.296,1
"Kcnh7",0.000532286126203263,-0.654576135912965,0.294,0.405,1
"Cacna1c",0.0456362715695005,-0.533181784994352,0.469,0.519,1
"Slc8a1",0.294531663412259,-0.57050569965521,0.898,0.891,1
