"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Cdh2",1.26869255514118e-43,-1.08094720723361,0.27,0.643,2.33591673252594e-39
"Gm10848",3.3484081375566e-43,-0.634119198375487,0.048,0.385,6.16508906286921e-39
"Unc5c",6.17641139473024e-43,-1.31806797617398,0.108,0.484,1.13720086599773e-38
"Fli1",7.0934836802741e-43,0.712239881960231,0.984,0.87,1.30605221521207e-38
"Tbx5",9.67471129589703e-43,-0.544595816974874,0.067,0.425,1.78130784380056e-38
"Ryr2",1.15630614101244e-42,-1.75792445735924,0.588,0.811,2.1289908668321e-38
"Kif26b",1.62287114033161e-42,-1.13881121880751,0.249,0.63,2.98803034357857e-38
"Gm13269",2.0427111997268e-42,-0.773823348833592,0.045,0.366,3.76103986093699e-38
"Shank3",1.64897374499733e-41,0.605441741575975,0.963,0.795,3.03609045928908e-37
"Lrrfip1",1.72855301528604e-41,-0.822481009046534,0.42,0.776,3.18261181174466e-37
"Emcn",2.24807094607827e-41,0.944559357161712,0.864,0.494,4.1391482259193e-37
"Tshz2",7.84019185456089e-41,0.846241062891657,0.922,0.649,1.44353612426175e-36
"Casz1",9.3581985438522e-41,-0.605012548294688,0.075,0.422,1.72303151589407e-36
"Myo18b",1.93369381727299e-40,-0.652998581679344,0.102,0.46,3.56031705636304e-36
"Mhrt",4.72030502431497e-40,-1.3729055684088,0.154,0.503,8.69102561076871e-36
"Klhl4",7.35729861937977e-40,0.767866490653092,0.807,0.435,1.3546258218002e-35
"Lrrtm3",8.04661759580306e-40,-1.06607442789048,0.1,0.438,1.48154323173926e-35
"Abtb2",1.27795563028125e-39,-0.869916329820862,0.178,0.553,2.35297190647384e-35
"Adgrf5",2.64479050654683e-39,0.679672673480506,0.802,0.419,4.86958828065403e-35
"Igfbp7",2.84466838115561e-39,-0.755411857575351,0.019,0.295,5.23760342338371e-35
"Tspan18",3.03363563908354e-39,0.542906076107105,0.997,0.925,5.58552993868061e-35
"Irs1",9.71010929753537e-39,-0.673469820505533,0.066,0.398,1.78782532386221e-34
"A630012P03Rik",1.26496941928536e-38,-0.87725691463822,0.126,0.484,2.32906169478821e-34
"4930512H18Rik",3.69002133035855e-38,-1.38054005449953,0.153,0.488,6.79406727345617e-34
"Zfp69",3.93079937274431e-38,0.795231487980471,0.729,0.388,7.23738780509682e-34
"Sorbs2",4.12156543842323e-38,-1.29106074608247,0.4,0.689,7.58862628522485e-34
"Myocd",4.23350996420845e-38,-1.27374722900655,0.214,0.547,7.7947385461006e-34
"Ldb2",4.75533912282163e-38,1.0138223821017,0.792,0.466,8.75553039293919e-34
"Iqgap2",8.62859138227766e-38,0.629493855780177,0.936,0.767,1.58869624530496e-33
"Cacna1c",2.17052181588293e-37,-1.84291753935972,0.411,0.693,3.99636476740366e-33
"Fras1",2.4711581115073e-37,-0.582760108290863,0.055,0.366,4.54989631490724e-33
"Jph2",2.69991176868971e-37,-0.593684160596141,0.088,0.425,4.9710775485115e-33
"Nhs",6.65766020435112e-37,0.764079697819825,0.921,0.742,1.22580839682513e-32
"Slc24a2",1.14213318212737e-36,-0.66661276726781,0.06,0.37,2.10289561493292e-32
"Slc8a1",1.50891451366993e-36,-2.17560185501522,0.864,0.938,2.77821340256908e-32
"Adamts19",1.91934058425916e-36,-0.7835245653986,0.022,0.286,3.53388988373796e-32
"Epb41l3",2.36401641587471e-36,-0.628457542421854,0.264,0.658,4.35262702490852e-32
"Gpc3",3.19773144435779e-36,-1.02009674410826,0.402,0.736,5.88766313535157e-32
"Plekha7",3.87883911746237e-36,-0.756977061376756,0.121,0.46,7.14171858307171e-32
"Ank3",5.54585047633705e-36,-1.42518973065501,0.48,0.745,1.02110198970318e-31
"Sphkap",6.5708429890806e-36,-0.790000623512921,0.129,0.463,1.20982361114952e-31
"Npr3",1.25757165714786e-35,0.722902547053597,0.912,0.714,2.31544093514064e-31
"Unc13c",1.27620783471931e-35,-0.715542940834504,0.073,0.385,2.3497538652852e-31
"Col4a1",1.47493347696916e-35,0.629614591977549,0.96,0.839,2.71564751779562e-31
"Pdzrn3",2.94390006650862e-35,-0.759870455784261,0.328,0.708,5.42030880245568e-31
"Ggta1",4.66599736980397e-35,0.612833582261237,0.906,0.683,8.59103435728308e-31
"Flt1",9.1392626559538e-35,0.517002065787199,0.988,0.879,1.68272104021421e-30
"Trim55",9.52928280182606e-35,-0.976528900587758,0.279,0.606,1.75453154947221e-30
"Tmcc3",1.84339335184789e-34,-0.735074141089695,0.258,0.637,3.39405583942233e-30
"Ldb3",1.98456553682413e-34,-0.800919061888996,0.19,0.522,3.65398206640058e-30
"Rbm24",2.35699312083877e-34,-0.903378135460726,0.268,0.59,4.33969573408835e-30
"Alpk2",2.41500271635148e-34,-0.568237905718585,0.097,0.419,4.44650300134635e-30
"Plagl1",5.17971806612039e-34,0.624429616627751,0.961,0.829,9.53689690334086e-30
"Rgs6",1.20922646395527e-33,-1.18109436090008,0.129,0.457,2.22642776543444e-29
"Lcp1",1.70580928343125e-33,0.664973033191464,0.687,0.295,3.14073605265363e-29
"Cap2",2.58449646590116e-33,-0.883719864950867,0.286,0.599,4.75857489301721e-29
"Fgf13",2.80627981283411e-33,-1.0506566082754,0.199,0.531,5.16692239139017e-29
"Nrxn3",3.09970706401576e-33,0.603275414077174,0.979,0.922,5.70718064626581e-29
"Cped1",3.35744265989154e-33,0.689465899228711,0.918,0.711,6.18172342539231e-29
"Kcnn2",4.22666687960136e-33,-0.584583731445717,0.072,0.37,7.78213905872202e-29
"Dpf3",6.33136818242264e-33,-0.858259953679746,0.247,0.571,1.16573150974766e-28
"Cdh5",3.04568337260365e-32,0.518794657728378,0.825,0.54,5.60771222563783e-28
"Lhfpl2",3.43915855876515e-32,-0.698011434385955,0.375,0.73,6.3321787383984e-28
"St6galnac3",3.92422146706306e-32,0.508898317108927,0.991,0.953,7.22527656515651e-28
"Tenm2",5.83138483621792e-32,-0.630477656686963,0.064,0.348,1.07367457604444e-27
"Gramd1b",7.38828650455561e-32,-0.68003177029289,0.121,0.438,1.36033131121878e-27
"Actn2",9.07997135055085e-32,-0.831645899369339,0.436,0.711,1.67180432506342e-27
"Cblb",1.13370727028959e-31,-0.519616439643687,0.373,0.761,2.08738182605719e-27
"Fam107b",2.8311693663957e-31,0.694410519237251,0.759,0.488,5.21274903740777e-27
"Mlip",3.4009002484252e-31,-0.882347659583682,0.187,0.506,6.26173753740048e-27
"Kdr",3.42314372818551e-31,0.675653164794724,0.745,0.425,6.30269223233517e-27
"Dysf",4.22870689990811e-31,0.583428395551563,0.888,0.627,7.78589514411082e-27
"Dach1",5.1919661685812e-31,-0.605648891524023,0.151,0.484,9.55944810959171e-27
"Kcnh7",5.6655939387253e-31,-1.35503560590332,0.264,0.571,1.0431491559981e-26
"Rbm20",6.49044047030633e-31,-1.03724014969719,0.36,0.643,1.1950198993928e-26
"Snrk",8.23727271762472e-31,0.591128285269996,0.793,0.494,1.51664665276906e-26
"Irx5",1.11329060925982e-30,0.603587455356014,0.571,0.224,2.04979066976918e-26
"Tecrl",1.52750444438454e-30,-0.571700605775834,0.099,0.398,2.81244118300082e-26
"Pdlim5",2.13488061862065e-30,-0.810837317416465,0.618,0.82,3.93074219500434e-26
"Enah",2.42877728057445e-30,-0.542565518163847,0.786,0.929,4.47186472899367e-26
"Pde3a",2.50778546386151e-30,-0.597076433143937,0.118,0.435,4.61733459606181e-26
"Cacna2d1",6.64154548342668e-30,-0.58446167542243,0.25,0.599,1.22284135440852e-25
"Tnnc1",1.73912370675293e-29,-0.686818123374576,0.817,0.916,3.2020745688735e-25
"Shroom2",2.33832454256336e-29,0.570865070713,0.856,0.612,4.30532314776765e-25
"Homer2",4.49225133559718e-29,-0.640486277098852,0.175,0.481,8.27113315910153e-25
"Nebl",5.39418911858236e-29,-1.14616459238581,0.498,0.711,9.93178100513385e-25
"Ksr1",5.77215204417675e-29,0.535250649714968,0.852,0.68,1.06276863437382e-24
"Chst11",8.17173599993135e-29,-1.02151851298112,0.231,0.553,1.50458003230736e-24
"Rdx",8.36303776490934e-29,0.555275210087935,0.934,0.885,1.53980251327511e-24
"Pdlim3",1.78066987733276e-28,-0.840163787285149,0.331,0.674,3.27856937814507e-24
"Erc2",2.05344279014056e-28,-0.539387090210189,0.132,0.441,3.78079886520681e-24
"Alcam",2.99894082645836e-28,-1.02037686580866,0.247,0.54,5.52164984967514e-24
"Tmem163",5.03369950394952e-28,-0.808461394341431,0.153,0.438,9.26804752667185e-24
"Fstl4",5.57451381136628e-28,-0.639293671567484,0.055,0.307,1.02637948294876e-23
"Akap12",6.79900198107815e-28,0.701544752707997,0.783,0.497,1.25183224475611e-23
"3632451O06Rik",8.3541383941584e-28,-0.571410266470551,0.157,0.453,1.53816396113244e-23
"Itpr2",1.41074005046362e-27,0.514330367531328,0.9,0.795,2.59745458091361e-23
"Mitf",1.73010194879698e-27,-0.557958313529286,0.201,0.519,3.185463708125e-23
"Itga9",3.42889033549408e-27,0.545663662080288,0.927,0.795,6.3132728857117e-23
"1010001N08Rik",3.64806198374078e-27,-0.541319000014667,0.262,0.59,6.71681172446352e-23
"Sema6a",4.17988014131179e-27,-0.986812253469101,0.223,0.534,7.69599531618327e-23
"Gmds",6.2862294917464e-27,0.528064461490661,0.948,0.839,1.15742057402035e-22
"Mllt3",1.04510570056842e-26,-0.565237367776238,0.609,0.851,1.92424861588658e-22
"Trpm3",1.15030265240442e-26,0.812736021889358,0.888,0.696,2.11793724360702e-22
"Cacna1d",1.47121812439697e-26,-1.04361665074215,0.232,0.525,2.7088068106397e-22
"Lrig1",1.87549995120039e-26,0.616866499154642,0.796,0.537,3.45317051015016e-22
"Unc5b",2.25880369664477e-26,-0.519438334253846,0.277,0.612,4.15890936626234e-22
"Nedd4l",2.63909158628035e-26,-0.527631645318029,0.583,0.811,4.85909542865938e-22
"Adgrg6",2.77252078541668e-26,0.567195191831749,0.94,0.848,5.10476527010919e-22
"Hdac9",4.0210327605338e-26,-0.513756022132556,0.108,0.385,7.40352551869484e-22
"Fhod3",4.65466392955987e-26,-0.819323592837072,0.352,0.621,8.57016722710563e-22
"Sh2d3c",4.69690266151961e-26,0.604215373672228,0.706,0.435,8.6479371803899e-22
"Cacna2d2",5.58733740723242e-26,-0.644627569150137,0.187,0.484,1.02874056341963e-21
"Mybpc3",5.7695655869076e-26,-0.570533474232778,0.423,0.705,1.06229241586143e-21
"Acer2",1.18991515139469e-25,0.582273698881206,0.73,0.453,2.1908717767479e-21
"Aff3",1.49626736202708e-25,-0.796854642337689,0.346,0.661,2.75492746696427e-21
"Filip1",1.66141252784827e-25,-0.597434598942937,0.268,0.565,3.05899274627424e-21
"Ttn",2.1321037551254e-25,-0.747779468123567,0.966,0.984,3.92562943393689e-21
"Trps1",2.71109443596293e-25,-0.653561648176713,0.432,0.727,4.99166707549494e-21
"Zfp423",2.85873979936593e-25,0.513118899198527,0.883,0.696,5.26351171859256e-21
"Garnl3",5.05599038126029e-25,-0.791872622927489,0.081,0.329,9.30908948997644e-21
"Cacnb2",5.9464205952066e-25,-1.70254329461404,0.57,0.736,1.09485495998944e-20
"Opcml",6.71395482986626e-25,0.919977193731147,0.57,0.27,1.23617336327498e-20
"Cdh11",6.94248448610295e-25,0.738100338834861,0.751,0.484,1.27825024358127e-20
"Fbn2",4.53483408257183e-24,-0.539255042688978,0.868,0.972,8.34953651283126e-20
"Myh6",5.38736117438472e-24,-0.917357776123996,0.729,0.835,9.91920939427715e-20
"Robo2",1.78594016430423e-23,-1.17522554831905,0.046,0.258,3.28827303051696e-19
"Map1b",2.01982478712483e-23,-0.798561424246288,0.643,0.879,3.71890139805424e-19
"Stab1",2.12696304567979e-23,0.528445419458278,0.714,0.438,3.91616435970562e-19
"Trdn",1.36845270078041e-22,-0.636700070037024,0.225,0.497,2.51959511267689e-18
"Nav2",1.7279212626908e-22,-0.827407604425776,0.28,0.556,3.1814486288663e-18
"Palld",2.40666903765278e-22,-1.23441374109555,0.793,0.866,4.43115903212629e-18
"Atcayos",3.03720142759082e-22,-0.507279357841066,0.135,0.394,5.59209526848022e-18
"Zbtb20",9.66230410269861e-22,-0.539338533675151,0.823,0.925,1.77902343138887e-17
"Adam12",1.6451589524197e-21,0.602827626069344,0.801,0.618,3.02906666319515e-17
"Prdm6",2.28852037078282e-21,-0.500194866293317,0.16,0.432,4.21362370668533e-17
"Itgb5",2.46199601914184e-21,-0.533667739503269,0.084,0.314,4.53302707044397e-17
"Pard3b",2.8420204493295e-21,0.50367582126547,0.906,0.77,5.23272805130547e-17
"Gm20532",4.04684911707589e-21,0.517952517977428,0.589,0.311,7.45105859436013e-17
"Nexn",7.82863586841942e-21,-0.672554540524846,0.606,0.77,1.44140843609338e-16
"Iqsec1",7.83587878455496e-21,-0.63888749577279,0.382,0.634,1.44274200181226e-16
"Dpysl3",1.47203126478603e-20,-0.615519885590651,0.669,0.863,2.71030396472404e-16
"Gm26883",1.64459205095009e-20,0.560415551108875,0.694,0.41,3.02802288420931e-16
"Smad7",1.67691817720739e-20,-0.511510807160881,0.688,0.854,3.08754174787425e-16
"Esrrg",6.1830386256316e-20,-0.622077460368305,0.63,0.786,1.13842107175129e-15
"Sipa1l1",7.35472003035749e-20,-0.571517886076448,0.585,0.811,1.35415105198942e-15
"Frem1",9.45359652612431e-20,0.665666236881856,0.762,0.55,1.74059619239001e-15
"Has2",1.51735182985076e-19,-0.640827178140362,0.261,0.537,2.79374818912122e-15
"Kit",8.15939497443482e-19,0.566267773659281,0.502,0.255,1.50230780269294e-14
"Nrg1",8.8385870842873e-19,0.54091903992025,0.937,0.882,1.62736065395898e-14
"Pknox2",1.91512337495776e-18,-0.534506309257446,0.165,0.407,3.52612515797222e-14
"Plce1",2.05473111350601e-18,-0.593753513196531,0.177,0.425,3.78317092618727e-14
"Gpc6",3.46320415987434e-18,-0.71941296825066,0.646,0.857,6.37645149916064e-14
"Gm42906",4.2267486981501e-18,-0.618095364246612,0.174,0.419,7.78228970303397e-14
"Pcsk5",9.52478556137378e-18,-0.587971726940818,0.459,0.714,1.75370351756014e-13
"Slc2a1",3.07231470852333e-17,-0.626678397814922,0.514,0.711,5.65674584133316e-13
"AC167229.1",3.70240819390412e-17,-0.64176602980608,0.136,0.37,6.81687396661627e-13
"Ncam1",9.94215431508906e-17,-1.0815979024438,0.423,0.643,1.8305494524942e-12
"Jazf1",1.61910100459951e-16,0.516261659393423,0.799,0.624,2.98108876966861e-12
"Celf2",3.34721217485479e-16,-0.582910322977373,0.679,0.789,6.16288705634263e-12
"Slco3a1",5.96086696275056e-16,-0.50395118264666,0.318,0.556,1.09751482518163e-11
"Col26a1",8.2493002496436e-16,0.588465747134932,0.606,0.391,1.51886116196438e-11
"Angpt1",1.88211503490824e-15,-0.794151740165454,0.133,0.332,3.46535020227305e-11
"5430431A17Rik",5.89434075343013e-15,-0.64272676222446,0.586,0.739,1.08526601952156e-10
"Cdon",1.08484475784801e-14,-0.52090118752694,0.228,0.441,1.99741616814976e-10
"Tmem100",7.73928615203494e-14,0.539457283932241,0.396,0.171,1.42495736631267e-09
"Myh7",9.16897889654258e-14,-0.613064379746752,0.702,0.798,1.68819239443142e-09
"2610035D17Rik",1.86137090158094e-13,-1.16408744333354,0.258,0.441,3.42715610399083e-09
"Thsd4",1.04995851034893e-12,-0.612208882007996,0.354,0.54,1.93318360925444e-08
"Hmcn1",8.27596890940393e-12,0.505404826698559,0.628,0.453,1.52377139559945e-07
"Nav3",1.53162943374277e-11,0.690489212276882,0.825,0.727,2.82003611340719e-07
"Limch1",1.49104798324356e-10,-0.560647373658573,0.609,0.742,2.74531754674804e-06
"Sulf1",2.37417426462125e-10,-0.811154484933785,0.381,0.562,4.37132965602065e-06
"Pde4b",2.80488232620096e-10,-0.607272054635339,0.637,0.68,5.1643493390012e-06
"St6gal1",2.98289852036304e-10,0.632666190652816,0.606,0.494,5.49211275569244e-06
"Dmd",5.63127449255256e-10,-0.88975840232509,0.423,0.559,1.03683025956878e-05
"Ankrd1",3.93284104680379e-09,-0.64232923296953,0.582,0.686,7.24114693537514e-05
"Hs3st4",4.16192852544525e-08,0.805150443989598,0.306,0.158,0.00076629428010498
"Slit3",6.13609925363067e-08,-0.619961495218395,0.256,0.394,0.00112977859457848
"Sox5",0.00618648830693227,-0.683843174916309,0.532,0.578,1
