"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Mest",2.16096798655484e-158,0.62646094566101,0.957,0.798,3.97877425684477e-154
"Alcam",8.71765603719555e-156,0.591007097705545,0.972,0.846,1.60509482956844e-151
"Kcnn2",4.12275271503321e-153,-0.56612104600624,0.77,0.937,7.59081229891915e-149
"Pbx1",6.26985730706696e-152,-0.521883810028345,0.996,0.997,1.15440612737717e-147
"Stk32a",3.12578977915496e-151,-0.717637138359429,0.15,0.496,5.75520414138012e-147
"Lama2",3.39409387986833e-151,-0.712506669033088,0.167,0.511,6.24920565161357e-147
"Tcf7l1",1.5677416614866e-150,-0.697852646066836,0.42,0.744,2.88652594712913e-146
"Gab2",5.51689227437154e-150,-0.630555824868185,0.694,0.894,1.01577020555729e-145
"Nrp1",8.01941694991099e-150,0.526200877275563,0.97,0.827,1.47653504881761e-145
"Plxna4",3.99611849953983e-149,-0.603813501730718,0.819,0.95,7.35765338135274e-145
"Ntm",2.84057104142804e-148,-1.32164592377792,0.268,0.584,5.23005940147731e-144
"Ncald",1.26850063767148e-147,-0.651009117255612,0.277,0.627,2.33556337408074e-143
"Frem1",4.96951758659219e-145,0.706152377834889,0.534,0.174,9.14987578043354e-141
"Bmp2",4.29301236404789e-141,-0.588822634161268,0.029,0.29,7.90429436468497e-137
"Fchsd2",1.90019050068952e-140,-0.667159438224567,0.656,0.858,3.49863074986955e-136
"Meg3",3.87570408867829e-138,-0.694110302721014,0.799,0.944,7.13594636807447e-134
"Plcb4",2.17403601831565e-135,-0.513006548763858,0.7,0.903,4.00283511692278e-131
"P3h2",1.46474363443557e-132,0.557647092301636,0.885,0.678,2.69688597972276e-128
"Nppa",1.6596563511435e-130,0.664186350073618,0.967,0.915,3.0557592737254e-126
"Tbx3os1",2.61139006868898e-129,-0.564522713022041,0.046,0.307,4.80809139447015e-125
"Fhl2",7.07340041401481e-128,-0.598714690586323,0.713,0.904,1.30235448422841e-123
"Parm1",1.23577997348485e-127,-0.633789825022498,0.179,0.496,2.2753180871803e-123
"Has2",1.91542069111113e-127,-1.08304012000324,0.209,0.517,3.52667257647381e-123
"Ect2",5.75881048307028e-127,0.52371214835303,0.817,0.493,1.0603121861429e-122
"Extl3",1.34591685509822e-126,-0.531313520233168,0.629,0.854,2.47810211360685e-122
"Cdh3",5.8774283845574e-123,0.517208270839958,0.442,0.114,1.08215211416471e-118
"Fgf14",1.54573327119029e-122,-0.925236158262632,0.218,0.526,2.84600409891556e-118
"Plekha6",8.5998271013724e-122,-0.51588289256531,0.355,0.663,1.58340016590469e-117
"Tmem132cos",1.27444084818476e-119,-0.527050695593063,0.085,0.363,2.34650048967778e-115
"Pdgfd",1.27333674726231e-115,-0.552434332322117,0.688,0.88,2.34446761905936e-111
"Esrrb",4.36230435456816e-113,-0.513435412110647,0.181,0.488,8.03187477763089e-109
"Sema6d",4.69293027338504e-113,-0.661200926424352,0.332,0.633,8.64062321935654e-109
"Smad7",1.45740953095956e-112,-0.532564354829678,0.52,0.766,2.68338242840275e-108
"Carmil1",3.37109945638505e-112,-0.659626220221759,0.119,0.392,6.20686831909615e-108
"Atp1b1",3.97683618066885e-112,-0.530732831842256,0.698,0.864,7.32215077584749e-108
"Psd3",9.77686515224426e-112,0.514313189666463,0.893,0.748,1.80011641183121e-107
"Ccnd2",7.06205413206555e-105,0.543278271495978,0.875,0.676,1.30026540679591e-100
"Bcas3",1.43523626654918e-104,-0.515181035131208,0.576,0.801,2.64255701397035e-100
"Stard5",1.42940011517431e-100,0.533275415472599,0.529,0.23,2.63181149205894e-96
"Kalrn",1.24834576366749e-99,-0.548249301573784,0.534,0.755,2.29845422006459e-95
"Bmper",2.19842762815241e-95,-0.715684163179117,0.207,0.472,4.04774494895421e-91
"Gpc4",3.24984614299265e-95,-0.588659690392624,0.432,0.689,5.98361671847807e-91
"Epha7",1.19495590762516e-93,-0.504194683370038,0.757,0.902,2.20015281711945e-89
"Tom1l2",6.3227629505956e-93,0.518722765080323,0.891,0.807,1.16414711446366e-88
"Agbl4",1.52601898375693e-89,-0.540415502048268,0.371,0.635,2.80970615289325e-85
"Syt1",1.65130001363823e-88,-0.74014008999439,0.193,0.441,3.04037358511071e-84
"Gfpt2",4.29980492266968e-87,-0.94238067974172,0.151,0.382,7.91680082361941e-83
"Rxfp1",2.37070312983147e-86,-0.603392002522981,0.056,0.258,4.3649386026457e-82
"Pde3a",1.04164281645133e-84,-0.503879908739252,0.681,0.832,1.91787275365019e-80
"Tenm4",3.32549693544728e-84,0.750869663546319,0.355,0.109,6.12290495754554e-80
"Hip1",1.45756108881474e-81,-0.502891213594028,0.552,0.748,2.6836614767257e-77
"Rassf5",2.73245184989214e-79,-0.520502499586078,0.496,0.694,5.0309903460214e-75
"Rbfox3",1.32156116374467e-78,-0.513998287576927,0.078,0.28,2.4332584146867e-74
"Kcnd2",2.2546010628313e-62,0.575457243437233,0.367,0.148,4.15117147688498e-58
"Fstl4",2.03924395177434e-61,-0.535289722748524,0.633,0.794,3.75465596400691e-57
"Ryr3",6.7628769906827e-61,-0.576065658408821,0.208,0.417,1.2451809115245e-56
"Itga6",1.85642255006636e-60,-0.533122857783966,0.614,0.779,3.41804519918219e-56
"Negr1",2.35471572346804e-58,-1.0803943509416,0.183,0.373,4.33550259004936e-54
"Edil3",5.98322135794249e-57,-0.591859018429782,0.392,0.567,1.10163071642437e-52
"Pde7b",7.12398086423122e-49,-0.667333643680607,0.139,0.306,1.31166735672225e-44
"Ctnnd2",9.89314275449441e-34,-0.526548526584172,0.512,0.621,1.82152544395751e-29
"Slit2",1.15294501221991e-08,0.534855260225759,0.372,0.311,0.000212280235649929
