"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Mical2",4.08552320124787e-13,-0.719914270778836,0.642,0.958,7.52226531813757e-09
"Ezr",4.22517123999012e-13,0.577669531235597,0.509,0.173,7.7793852870698e-09
"Asb2",5.05464266029221e-13,-0.873919316911994,0.396,0.781,9.30660806613002e-09
"Fgf13",5.77046984185098e-13,-1.22905413701623,0.377,0.818,1.0624589072816e-08
"Hecw2",5.91652731189154e-13,-0.947595075185352,0.283,0.763,1.08935100866547e-08
"Adamtsl1",6.13514948858411e-13,0.650838725591436,0.415,0.113,1.12960372383811e-08
"Ankrd1",7.18392537992272e-13,-1.42025702718148,0.679,0.87,1.32270434095137e-08
"Pam",7.23599108205505e-13,-0.962607044692801,0.736,0.944,1.33229067802798e-08
"Rbm24",7.31484982206703e-13,-0.910227369492456,0.623,0.873,1.34681014923898e-08
"Cacna1d",7.89522023235158e-13,-1.27395654708836,0.396,0.798,1.45366794918057e-08
"Bcl2",8.34432679530378e-13,-0.860064502792598,0.472,0.834,1.53635744955133e-08
"Filip1",9.67083346872664e-13,-0.873763781561275,0.472,0.842,1.78059385826195e-08
"Hsp90ab1",1.07218233255619e-12,0.578687129772076,1,0.967,1.97410211070246e-08
"Ahnak",1.27381819770295e-12,0.761774364353439,0.528,0.181,2.34535406561067e-08
"Sorbs2os",1.38390489181168e-12,-0.969406995433985,0.34,0.8,2.54804568680366e-08
"Homer2",1.5514677915782e-12,-0.859788802850716,0.528,0.817,2.85656249785379e-08
"Gpc3",1.56008003366516e-12,0.727883593610088,1,0.884,2.8724193579843e-08
"Mpped2",1.65913962208797e-12,-0.99240295327595,0.868,0.974,3.05480787218838e-08
"Arid5b",2.12720594194035e-12,0.660715377125338,0.887,0.544,3.91661158030058e-08
"Kif26b",2.33283421532862e-12,-0.979861337673071,0.623,0.882,4.29521435726306e-08
"Arhgef40",2.78789430878096e-12,0.511446526850623,0.528,0.179,5.13307100132751e-08
"Kcnab1",2.93981729293736e-12,0.605001854621773,0.642,0.246,5.41279159975627e-08
"L3mbtl3",3.28403418519671e-12,0.766648655339221,0.792,0.409,6.04656374178417e-08
"Alpk3",3.5009060771162e-12,-0.841687562323814,0.302,0.721,6.44586826918635e-08
"Ppp1r14c",3.90843615424613e-12,-0.914682650880151,0.302,0.74,7.19621264719798e-08
"Erbb4",4.00155167339534e-12,-0.963209755384858,0.906,0.958,7.3676569410555e-08
"Trdn",4.02238435205291e-12,-0.890986819792367,0.396,0.821,7.40601406899982e-08
"Kcng2",4.53477250897405e-12,-0.807543772991385,0.302,0.739,8.34942314352302e-08
"Rbms1",5.39501988877277e-12,0.656907935965255,1,0.929,9.93331061920843e-08
"Gm31251",6.03378983339331e-12,-1.13620018417094,0.283,0.739,1.11094138412438e-07
"Sphkap",6.41707225597787e-12,-1.01054784530589,0.377,0.778,1.18151134377065e-07
"Carmil1",6.67700428815716e-12,0.718811515458842,0.585,0.212,1.2293700295355e-07
"Cacna2d2",6.69531893880703e-12,-1.00321130608564,0.396,0.79,1.23274212301315e-07
"Tiam1",8.19000761844689e-12,-0.767645016987152,0.358,0.762,1.50794420270844e-07
"Gm10848",8.74034023259439e-12,-0.894379108702697,0.377,0.743,1.60927144362528e-07
"Kcnn2",1.03612272720896e-11,-0.960679373083835,0.264,0.717,1.90770916533714e-07
"Mhrt",1.18474878930125e-11,-1.13179949950085,0.434,0.807,2.18135947086146e-07
"Dpysl3",1.38895841634747e-11,-0.915741558315353,0.415,0.803,2.55735023617896e-07
"Jph2",1.44729247667958e-11,-0.805742533018596,0.358,0.78,2.66475490806244e-07
"Sorbs1",1.54060829514355e-11,-0.697199579794411,0.717,0.945,2.8365679930183e-07
"Zfp521",1.57215905656565e-11,-0.792075009003488,0.604,0.964,2.89465925494868e-07
"Camk2d",1.59026797716446e-11,-0.571717889294083,0.868,0.986,2.92800139955521e-07
"Rcsd1",2.79489884093002e-11,-0.680176737118437,0.396,0.838,5.14596774592036e-07
"Rplp0",3.39275476346068e-11,0.549199238426718,0.943,0.738,6.24674007048381e-07
"Tmem132cos",3.64791752125287e-11,0.640365637331233,0.491,0.168,6.71654574013078e-07
"Ccbe1",5.1426227506033e-11,0.811646225453654,0.453,0.154,9.4685970084108e-07
"Ppp1r12b",5.45827324276306e-11,-0.664967340488603,0.755,0.908,1.00497726945753e-06
"Unc5c",5.90247959557802e-11,0.94470835197652,0.792,0.458,1.08676454313783e-06
"Mitf",6.7034797677056e-11,-0.827886868064602,0.377,0.775,1.23424469482995e-06
"Tnni1",7.65763124191058e-11,-0.576686142858339,0.887,0.962,1.40992306426058e-06
"Map3k20",8.86957412151102e-11,-0.7509304863165,0.453,0.804,1.63306598725261e-06
"Svil",1.00006275397048e-10,-0.623149755760032,0.679,0.908,1.84131554261045e-06
"Tmod1",1.10146332091167e-10,-0.717445856434347,0.434,0.803,2.02801426646256e-06
"Atp2a2",1.2104923471087e-10,-0.577577014225469,0.887,0.966,2.22875850949654e-06
"Casz1",1.5234108570151e-10,-0.75879893282175,0.377,0.754,2.8049040699362e-06
"Tenm3",1.59303045952022e-10,1.02204206225234,0.943,0.817,2.93308768206864e-06
"Lrrfip1",2.01486938193354e-10,-0.654544909089871,0.887,0.908,3.70977750601604e-06
"Dysf",2.12586049387539e-10,-0.835544651792804,0.189,0.617,3.91413434132336e-06
"Marcks",2.65454265960346e-10,0.555601564880286,0.623,0.258,4.88754394486189e-06
"Bcar3",2.70385634259983e-10,0.710970155906912,0.491,0.192,4.9783402979948e-06
"Alpk2",3.79426921744795e-10,-0.790984152966282,0.321,0.706,6.98600848316517e-06
"Slco3a1",4.05045217882485e-10,-0.968429060464507,0.509,0.788,7.45769255165231e-06
"Myh7",4.10639610964308e-10,-0.852873224880694,0.811,0.93,7.56069651707483e-06
"3632451O06Rik",4.11987951578917e-10,-0.818394601330739,0.415,0.759,7.58552216447102e-06
"Sox6",4.47828908887692e-10,0.723451433937698,0.925,0.824,8.24542587044019e-06
"Sorcs1",5.16236818719041e-10,1.2651833558851,0.302,0.082,9.50495230625498e-06
"Mical3",6.52364958748426e-10,-0.623746416536508,0.736,0.899,1.2011343620476e-05
"Magi3",6.6559732954333e-10,-0.556237027963496,0.925,0.987,1.22549780315518e-05
"Garnl3",6.94601232714513e-10,0.575247889348825,0.415,0.136,1.27889978967396e-05
"Myl4",6.99286932630257e-10,-0.556130508117475,0.83,0.951,1.28752710035883e-05
"Pgm5",7.17907125442886e-10,-0.778627820447214,0.245,0.648,1.32181059936544e-05
"Colec12",8.09300499632954e-10,0.735936630549189,0.868,0.636,1.4900840799242e-05
"Sdk1",8.97253543276186e-10,-0.696469797061355,0.774,0.934,1.65202322388011e-05
"Rgs6",9.51319061078585e-10,-1.52307795558068,0.34,0.687,1.75156865525789e-05
"Col5a2",1.03441469533556e-09,0.743404031953488,0.604,0.259,1.90456433705184e-05
"Rpl14",1.06813744614384e-09,0.524792207860469,0.943,0.764,1.96665466584003e-05
"Prkca",1.0831503932981e-09,-0.668097916520293,0.472,0.842,1.99429650414046e-05
"Wnk3",1.20607992956835e-09,0.710924607833712,0.453,0.176,2.22063436632125e-05
"Zim1",1.24601863265712e-09,0.549196682870794,0.453,0.157,2.29416950644828e-05
"Prdm6",1.26859908886532e-09,0.745129845873029,0.868,0.593,2.33574464241883e-05
"Tecrl",1.31854067698553e-09,-0.817566762888968,0.396,0.714,2.42769709446576e-05
"Rps6ka6",1.35116887109144e-09,0.667436036002768,0.377,0.117,2.48777212545355e-05
"Prkcb",1.58835967502702e-09,0.596674503194699,0.283,0.073,2.92448783365975e-05
"Obscn",1.64847741423894e-09,-0.715662036238573,0.264,0.643,3.03517661509673e-05
"Gm14582",2.20496845322531e-09,0.59238320244581,0.849,0.489,4.05978791607844e-05
"Mylk3",2.30218956706725e-09,-0.664068713480271,0.302,0.71,4.23879143088422e-05
"Myl2",2.31248543145205e-09,-0.583896747227192,0.887,0.946,4.25774817638951e-05
"Ccdc80",2.33858723303402e-09,0.511469032624159,0.566,0.233,4.30580681346223e-05
"Lama4",2.42571617672331e-09,-0.72811172610579,0.509,0.793,4.46622862458296e-05
"Zfhx3",2.81929657759008e-09,0.517867685038195,0.943,0.793,5.19088885865886e-05
"Clic4",2.85264959976051e-09,-0.565785689724671,0.849,0.954,5.25229844307905e-05
"CT025619.1",3.32711306818192e-09,0.566518798321249,0.396,0.133,6.12588058113656e-05
"Phlpp1",3.40009137408535e-09,-0.558944738625644,0.585,0.865,6.26024823796595e-05
"Dpf3",3.40110156723099e-09,-0.653251317060022,0.849,0.876,6.2621082055857e-05
"Hk1",3.48204050491429e-09,-0.68771168698065,0.415,0.752,6.41113297764819e-05
"Rabgap1l",3.95156025860448e-09,-0.699351290028766,0.679,0.896,7.27561274814257e-05
"Gm47071",4.04907262182531e-09,0.810066313899893,0.434,0.167,7.45515251130475e-05
"Robo2",4.36049203916304e-09,0.923263324994556,0.679,0.329,8.02853794250699e-05
"Ablim1",4.36246016598689e-09,-0.620816116952379,0.491,0.846,8.03216165761505e-05
"Rbbp7",4.68377971506018e-09,0.508187572539105,0.849,0.663,8.6237752113688e-05
"Itpr1",5.58443261492569e-09,-0.721664829279076,0.566,0.814,0.000102820573306012
"Fsd2",7.11887261442437e-09,-0.657905120077042,0.283,0.672,0.000131072682576781
"Wt1",7.15103739740464e-09,0.876290023266196,0.283,0.082,0.000131664900561014
"Rora",7.66996742571962e-09,-0.736167646921665,0.547,0.841,0.00014121944024235
"Cep112",7.68692196847342e-09,0.602313688188665,0.792,0.581,0.000141531607283533
"Atxn1",8.11560353133197e-09,-0.575491114829896,0.566,0.879,0.000149424492218884
"Hes1",1.144150907287e-08,0.657626124532981,0.509,0.221,0.000210661065049682
"Rasgef1b",1.31995962725995e-08,-0.963309364300726,0.208,0.607,0.000243030966571101
"Suv39h1",1.35852927223529e-08,0.519404348385151,0.509,0.214,0.000250132409603961
"Sparc",1.44601797273444e-08,0.643211074615413,0.774,0.539,0.000266240829139866
"Smpx",1.58047485526199e-08,-0.758204839314506,0.34,0.675,0.000290997030350837
"Add3",1.58726704190958e-08,-0.578414223278527,0.717,0.942,0.000292247607756392
"Pfkp",2.02810399680124e-08,-0.637097858636369,0.434,0.745,0.000373414507891044
"Atcayos",2.1064914551152e-08,-0.667915471906723,0.358,0.728,0.00038784720671581
"Grk3",2.20066158828207e-08,-0.630533004638057,0.17,0.543,0.000405185811634495
"Dab2",2.30707852375799e-08,0.759701959571241,0.698,0.36,0.000424779297794321
"Tmsb4x",2.4694881652188e-08,0.581525220592477,0.717,0.411,0.000454682160980085
"Cdh13",2.66848924672449e-08,-1.12569403664038,0.189,0.556,0.000491322240106914
"Smyd1",2.83680340958452e-08,-0.630276500114896,0.472,0.785,0.000522312243772702
"Myh7b",3.03010851869337e-08,-0.578802419909693,0.264,0.643,0.000557903580461823
"Ppargc1a",3.0369446546477e-08,-0.647236223157915,0.208,0.622,0.000559162249813735
"Vcan",3.04854524840695e-08,-0.75300100393206,0.811,0.919,0.000561298151136688
"Sh3d19",3.41746299883063e-08,0.72319392033973,0.774,0.434,0.000629223287344696
"Pkp2",3.50306480193907e-08,-0.573598098739153,0.585,0.828,0.000644984291333021
"Usp29",3.62145488416356e-08,0.509083739115133,0.887,0.663,0.000666782273272194
"Crybg3",3.64213169533106e-08,-0.572330925685294,0.377,0.677,0.000670589287744354
"Dmd",3.7652364276217e-08,-1.26355750549996,0.604,0.786,0.000693255331053708
"Ncam1",4.03425516620539e-08,0.734824032052477,0.679,0.377,0.000742787061201736
"Dach1",4.21557154701155e-08,-0.761546197130231,0.377,0.727,0.000776171033235766
"Abtb2",4.26287389278958e-08,-0.686489857370665,0.66,0.849,0.000784880341140418
"Prdm16",4.47251761795198e-08,-0.752574341021878,0.226,0.616,0.000823479943817319
"Fbn2",4.71096551571336e-08,-0.594047562670803,0.849,0.959,0.000867382970753144
"6030498E09Rik",5.06707120996711e-08,1.15440628324347,0.321,0.104,0.000932949151179144
"Fam189a2",5.80585555500882e-08,-0.77223866261995,0.208,0.565,0.00106897412478822
"Rrbp1",5.96783240026093e-08,0.648415212223907,0.887,0.704,0.00109879730153604
"Tbx5",6.41356830016785e-08,-0.625034868358303,0.283,0.622,0.00118086619542691
"Agl",8.83231575309568e-08,-0.575229305345222,0.321,0.672,0.00162620597645998
"Cachd1",1.02900700359372e-07,0.596099491844382,0.547,0.255,0.00189460769501675
"Camk2a",1.26716236582865e-07,-0.573957864019634,0.396,0.694,0.00233309934796371
"Hs6st2",1.38161432885156e-07,0.5446493213487,0.868,0.666,0.0025438283022815
"Hspa8",1.40254665382033e-07,0.56599616365396,0.962,0.854,0.00258236889901399
"Abcc9",1.48793454607706e-07,-0.666611725295267,0.132,0.495,0.00273958508623708
"Nav1",1.58539510428344e-07,-0.567245033469982,0.585,0.808,0.00291902946600667
"Pde4dip",1.62753656645127e-07,-0.597551935982276,0.509,0.788,0.00299662032615009
"AC165271.1",1.71046141495875e-07,-1.02637884045399,0.151,0.49,0.00314930155722204
"Lrch1",1.84239133257999e-07,-0.550053992985882,0.453,0.77,0.00339221092154628
"Dusp27",1.90517448762615e-07,-0.575745929007924,0.226,0.588,0.00350780726661727
"Gm28153",1.95615455638465e-07,0.545134479468485,0.83,0.562,0.00360167176921542
"Usp28",2.1908659389562e-07,-0.535911230084262,0.415,0.709,0.00403382236680615
"Malt1",2.55372506296321e-07,-0.564743965750548,0.509,0.734,0.00470191858592786
"Arhgap26",2.55641857630556e-07,-0.585289480253384,0.396,0.741,0.00470687788269379
"Csrp3",2.84274774626414e-07,-0.544014550697261,0.509,0.741,0.00523406715042154
"Zfp608",2.98627594168797e-07,-0.508403157004704,0.566,0.86,0.00549833126383588
"Plcb4",3.00249711468167e-07,-0.587605462215648,0.472,0.742,0.00552819768755189
"Cald1",3.02772787153935e-07,0.669037518295643,0.887,0.921,0.00557465255707826
"Fhl2",3.13860752291584e-07,-0.767598330060313,0.434,0.718,0.00577880417119265
"Arhgap10",3.15004535590713e-07,0.617541248871983,0.887,0.743,0.0057998635092962
"Lrmda",3.27837865954485e-07,-0.776867785056901,0.34,0.65,0.00603615078795398
"Mid2",4.45712347933515e-07,-0.664851076203514,0.321,0.597,0.00820645575015188
"Alcam",4.60136766786742e-07,-0.864996697288146,0.717,0.816,0.00847203815007749
"Spon1",4.84624941396332e-07,-0.648563961808885,0.717,0.874,0.00892291442098927
"Tcf4",5.0499746775047e-07,0.543660824603128,0.962,0.878,0.00929801337622166
"Gramd1b",5.71995836899844e-07,-0.696705564891286,0.453,0.749,0.0105315873489999
"Txlnb",5.74203665121411e-07,-0.567513559740811,0.226,0.551,0.0105722378822154
"Grb14",6.50662268475833e-07,-0.598980748687347,0.189,0.551,0.011979993687177
"Unc13c",6.89335856647501e-07,-0.74932692703805,0.302,0.621,0.0126920517925938
"Ica1",7.37284621044973e-07,-0.577991356260204,0.245,0.561,0.01357488444268
"Reep1",7.78157162685509e-07,-0.560355266444941,0.396,0.715,0.0143274296793656
"Ppp3ca",9.0720490689429e-07,-0.648698254090341,0.717,0.883,0.0167034567457377
"Fstl4",9.10150954991261e-07,-0.932854802457638,0.302,0.597,0.0167576993832991
"Ehd4",9.32881038489086e-07,-0.571371897287443,0.302,0.639,0.0171762056806611
"Map3k5",9.72477299998738e-07,-0.541713861790322,0.34,0.664,0.0179052520475768
"Ppargc1b",1.16749263122941e-06,-0.555240203793413,0.226,0.564,0.021495874326196
"Tbx18",1.20747290031297e-06,0.874131577165858,0.264,0.09,0.0222319910405624
"Nnat",1.38666169112077e-06,0.896044982348698,0.698,0.503,0.0255312150569157
"Mllt3",1.40956091018054e-06,-0.527785751415135,0.849,0.915,0.0259528354782441
"Col13a1",1.57485294556853e-06,-0.562074047269809,0.094,0.414,0.0289961924338078
"Pcsk5",1.79863521186401e-06,0.909333020958498,0.66,0.412,0.0331164715208402
"Tmem108",2.09809882268442e-06,0.587750591833091,0.925,0.982,0.0386301955232655
"Eda",2.10004842779423e-06,0.630128422582628,0.528,0.272,0.0386660916525474
"Afap1l1",2.18532795640422e-06,-0.634936792971546,0.245,0.589,0.0402362583333145
"Spats2l",2.19491970804825e-06,0.502441832828184,0.566,0.312,0.0404128616645843
"P3h2",2.59813588451209e-06,-0.601789253692384,0.453,0.726,0.0478368779056366
"Itgb1bp2",3.33586000917823e-06,-0.569602101647144,0.17,0.5,0.0614198544889896
"Opcml",3.86595405369207e-06,1.15408458313771,0.377,0.158,0.0711799460365784
"Tnni3k",4.35290322160362e-06,-0.599061063120547,0.132,0.438,0.0801456541161659
"Nrip1",4.56000388477717e-06,0.537055544915047,0.585,0.337,0.0839587915265173
"Slc16a12",4.9089375771036e-06,-0.726302211239561,0.245,0.533,0.0903833586696314
"Ntn1",6.17037973954305e-06,-0.661163893457878,0.226,0.53,0.113609031764467
"Rassf5",6.23785011112565e-06,-0.598987230525154,0.208,0.49,0.114851296246045
"Eps8",8.60606415635768e-06,0.568647536776843,0.358,0.15,0.158454853246858
"Gm20275",8.78563163600455e-06,0.666855759420135,0.755,0.562,0.161761049682116
"Ypel2",1.0048056203229e-05,-0.509353801016439,0.321,0.599,0.185004810813852
"Nav2",1.31258885448417e-05,-0.727370955974436,0.83,0.84,0.241673859887625
"Igfbp2",1.61907245214202e-05,0.545213431099157,0.321,0.133,0.298103619888388
"Rcan2",1.7185186697682e-05,-0.569006629126826,0.226,0.523,0.316413657477721
"Flnb",2.18429088320215e-05,0.50430279673575,0.717,0.494,0.402171637415181
"Erc2",2.19400962663448e-05,-0.541529305093269,0.528,0.702,0.403961052455941
